OID_,TL_id,TL_Date,TL_Class,TL_Genet,TL_Cx,TL_Cy,TL_Area,TL_SurfA,TL_Perim,TL_Note,Morph_Code,Site,Quadrat,TimePt,Annotator,QC_Check,Shape_Leng,Shape_Area
1690,137,6/18/2017,POSP,136,9405.6,12021.1,78.55,0,35.3, ,MD,OCC-SAI-009,16,0,JC, ,0.366348607,0.008394155
1691,138,6/18/2017,POSP,137,9280.7,12048.8,20.34,0,21.3, ,MD,OCC-SAI-009,16,0,JC, ,0.220352233,0.00216082
1692,139,6/18/2017,POSP,138,9224.8,11993.1,19.5,0,18, ,MD,OCC-SAI-009,16,0,JC, ,0.186287463,0.002073125
1693,140,6/18/2017,PLOB,139,8326.6,11189.2,110.5,0,42.3, ,MD,OCC-SAI-009,24,0,JC, ,0.438320881,0.01181692
1694,141,6/18/2017,POSP,140,8282.9,11286.1,15.66,0,17.8, ,MD,OCC-SAI-009,24,0,JC, ,0.184296921,0.00166422
1695,142,6/18/2017,POSP,141,8376.5,11314.9,48.74,0,34.2, ,MD,OCC-SAI-009,24,0,JC, ,0.354496396,0.00519758
1696,143,6/18/2017,POSP,142,8227.9,11308.6,13,0,17.1, ,MD,OCC-SAI-009,24,0,JC, ,0.176984139,0.00137899
1697,144,6/18/2017,POSP,143,8272.1,11247,21.71,0,19.9, ,MD,OCC-SAI-009,24,0,JC, ,0.206204778,0.00231056
1698,145,6/18/2017,POSP,144,8175.7,11364,7.5,0,13.6, ,MD,OCC-SAI-009,24,0,JC, ,0.141224224,0.000789495
1699,147,6/18/2017,ACSP,146,8036,11468.2,5.62,0,9.9, ,BR,OCC-SAI-009,24,0,JC, ,0.102703524,0.00059173
1700,148,6/18/2017,POSP,147,7911.2,11376.6,108.15,0,52.5, ,MD,OCC-SAI-009,24,0,JC, ,0.543480972,0.01155485
1701,146,6/18/2017,POSP,145,7887.1,11435.1,3.86,0,10.2, ,MD,OCC-SAI-009,24,0,JC, ,0.105731197,0.00040504
1702,149,6/18/2017,POSP,148,8137,11544,9.5,0,12.1, ,MD,OCC-SAI-009,24,0,JC, ,0.125399112,0.001006355
1703,150,6/18/2017,POSP,149,8157.6,11503.9,9.09,0,12.3, ,MD,OCC-SAI-009,24,0,JC, ,0.127733923,0.000961785
1704,151,6/18/2017,POSP,150,8201.5,11595.1,38.01,0,26.4, ,MD,OCC-SAI-009,24,0,JC, ,0.273076752,0.004052895
1705,152,6/18/2017,POSP,151,8268.1,11431.5,16.57,0,16.1, ,MD,OCC-SAI-009,24,0,JC, ,0.16672652,0.00176188
1706,153,6/18/2017,PLOB,152,8272,11504.7,15.67,0,21.6, ,EM,OCC-SAI-009,24,0,JC, ,0.223531394,0.001660615
1707,154,6/18/2017,PMEA,153,8297,11367,5.92,0,10.4, ,BR,OCC-SAI-009,24,0,JC, ,0.10775849,0.00062353
1708,155,6/18/2017,POSP,151,8326.1,11404,2.05,0,5.5, ,EM,OCC-SAI-009,24,0,JC, ,0.056517137,0.000213115
1709,156,6/18/2017,PMEA,154,8298.7,11653.8,50.7,0,41, ,BR,OCC-SAI-009,24,0,JC, ,0.424685938,0.00540189
1710,157,6/18/2017,PMEA,155,8546.1,11456.6,11.66,0,18.5, ,BR,OCC-SAI-009,24,0,JC, ,0.191824672,0.00123389
1711,158,6/18/2017,ACSP,156,8135,11764.6,8.98,0,12.1, ,BR,OCC-SAI-009,24,0,JC, ,0.125562697,0.00095115
1712,159,6/18/2017,POSP,157,8219.2,11741.2,66.3,0,36.7, ,MD,OCC-SAI-009,24,0,JC, ,0.380768974,0.007078215
1713,160,6/18/2017,POSP,158,8068,11649.1,131.28,0,50, ,MD,OCC-SAI-009,24,0,JC, ,0.518610348,0.01404099
1714,161,6/18/2017,POSP,159,7460.9,10281,166.68,0,83.9, ,MD,OCC-SAI-009,5,0,JC, ,0.869273941,0.01780374
1715,163,6/18/2017,POSP,161,7598.2,10218.8,36.29,0,28, ,MD,OCC-SAI-009,5,0,JC, ,0.289997786,0.003866715
1716,162,6/18/2017,POSP,160,7569.4,10267.1,20.57,0,24.2, ,MD,OCC-SAI-009,5,0,JC, ,0.250452859,0.002182465
1717,164,6/18/2017,POSP,162,7520.9,10182.2,9.32,0,16.1, ,MD,OCC-SAI-009,5,0,JC, ,0.166416692,0.000984255
1718,165,6/18/2017,POSP,163,7702.2,10272.8,80.6,0,53.6, ,MD,OCC-SAI-009,5,0,JC, ,0.555307482,0.0085983
1719,166,6/18/2017,PLOB,164,7564.3,10343.7,8.87,0,15.6, ,EM,OCC-SAI-009,5,0,JC, ,0.16124555,0.00093559
1720,168,6/18/2017,PLOB,166,7434.7,10500.2,6.42,0,10.1, ,EM,OCC-SAI-009,5,0,JC, ,0.105152665,0.00067779
1721,169,6/18/2017,PLOB,167,7351.3,10496.5,72.17,0,40.8,written as ME in TL,MD,OCC-SAI-009,5,0,JC, ,0.422647262,0.00770146
1722,170,6/18/2017,PLOB,168,6985.5,10465.4,112.74,0,51.8,written as ME in TL,MD,OCC-SAI-009,5,0,JC, ,0.537280275,0.01204777
1723,171,6/18/2017,PLOB,168,6912.1,10349.8,1.7,0,5.1, ,EM,OCC-SAI-009,5,0,JC, ,0.052936022,0.000176235
1724,172,6/18/2017,PLOB,169,6988.4,10245.7,9.8,0,15.1,written as ME in TL,MD,OCC-SAI-009,5,0,JC, ,0.155965659,0.001036805
1725,173,6/18/2017,ACSP,170,7180.8,10637.4,19.69,0,19.8, ,BR,OCC-SAI-009,5,0,JC, ,0.2044752,0.002093275
1726,174,6/18/2017,POSP,171,4180.6,10461.1,115.73,0,60, ,MD,OCC-SAI-009,9,0,JC, ,0.621901219,0.01237759
1727,175,6/18/2017,PLOB,172,4044.6,10362.1,1.78,0,7.5, ,MD,OCC-SAI-009,9,0,JC, ,0.077726418,0.000183035
1728,176,6/18/2017,PLOB,173,4057.2,10401.6,6.41,0,12.8, ,MD,OCC-SAI-009,9,0,JC, ,0.133271111,0.00067343
1729,177,6/18/2017,PLOB,174,3802.1,10396.9,29.94,0,37, ,MD,OCC-SAI-009,9,0,JC, ,0.383808643,0.00317781
1730,178,6/18/2017,PMEA,175,3598.3,10479.6,5.67,0,9.2, ,KN,OCC-SAI-009,9,0,JC, ,0.095931441,0.00059784
1731,179,6/18/2017,MOSP,176,3664,10504.6,5.54,0,13.9, ,EM,OCC-SAI-009,9,0,JC, ,0.143817674,0.000579925
1732,180,6/18/2017,PMEA,177,4012.2,10834,1,0,3.8, ,EM,OCC-SAI-009,9,0,JC, ,0.039457137,0.00010156
1733,181,6/18/2017,POSP,178,5013.5,11602,11.06,0,18.8, ,MD,OCC-SAI-009,23,0,JC, ,0.194638778,0.001167595
1734,182,6/18/2017,POSP,179,5055.5,11569.9,34.92,0,36.2, ,MD,OCC-SAI-009,23,0,JC, ,0.374472726,0.00371164
1735,183,6/18/2017,POSP,180,5086.2,11599.7,1.97,0,5.6, ,MD,OCC-SAI-009,23,0,JC, ,0.058359483,0.000204155
1736,184,6/18/2017,POSP,181,5100.5,11580.8,4.49,0,9, ,MD,OCC-SAI-009,23,0,JC, ,0.093299027,0.00047181
1737,185,6/18/2017,POSP,182,5157,11586.9,16.7,0,18.8, ,MD,OCC-SAI-009,23,0,JC, ,0.194800002,0.00177269
1738,186,6/18/2017,POSP,183,5127,11628.2,14.1,0,17.6, ,MD,OCC-SAI-009,23,0,JC, ,0.181954834,0.001496295
1739,187,6/18/2017,POSP,184,5210.4,11645.9,124.94,0,63.3, ,MD,OCC-SAI-009,23,0,JC, ,0.655966803,0.013347645
1740,188,6/18/2017,POSP,185,5296.4,11629.4,5.39,0,10.7, ,MD,OCC-SAI-009,23,0,JC, ,0.111259455,0.000566425
1741,189,6/18/2017,POSP,186,5285.8,11710.6,66.67,0,36.7, ,MD,OCC-SAI-009,23,0,JC, ,0.380061304,0.00711695
1742,190,6/18/2017,POSP,187,5229.3,11773.9,16.49,0,17.6, ,MD,OCC-SAI-009,23,0,JC, ,0.182316963,0.001749775
1743,191,6/18/2017,POSP,188,5323,11775.2,26.11,0,19.7, ,MD,OCC-SAI-009,23,0,JC, ,0.203537216,0.00278242
1744,192,6/18/2017,POSP,189,5300.8,11805.4,5.26,0,8.8, ,MD,OCC-SAI-009,23,0,JC, ,0.09113863,0.000554135
1745,193,6/18/2017,POSP,190,5265.8,11921,246.58,0,124.1, ,MD,OCC-SAI-009,23,0,JC, ,1.285254498,0.026342445
1746,194,6/18/2017,POSP,191,5382.7,11960.7,22.18,0,22.6, ,MD,OCC-SAI-009,23,0,JC, ,0.234541341,0.00235932
1747,195,6/18/2017,POSP,192,5467.3,11841.8,192.68,0,85.7, ,MD,OCC-SAI-009,23,0,JC, ,0.887233924,0.020594125
1748,196,6/18/2017,POSP,193,5170.3,11990.2,21.43,0,23.5, ,MD,OCC-SAI-009,23,0,JC, ,0.243894431,0.002277145
1749,197,6/18/2017,POSP,194,5190,11933.2,54.07,0,62.3, ,MD,OCC-SAI-009,23,0,JC, ,0.64554736,0.0057592
1750,198,6/18/2017,POSP,195,5142.1,11850,55.31,0,47.3, ,MD,OCC-SAI-009,23,0,JC, ,0.490379264,0.00589002
1751,199,6/18/2017,PMEA,196,5081.5,11805.8,15.39,0,18, ,BR,OCC-SAI-009,23,0,JC, ,0.186832616,0.001632565
1752,200,6/18/2017,PMEA,197,5053.4,11885.3,2.49,0,6.1, ,BR,OCC-SAI-009,23,0,JC, ,0.06329425,0.00025982
1753,201,6/18/2017,POSP,198,5031.3,11927.3,4.34,0,9.4, ,EM,OCC-SAI-009,23,0,JC, ,0.097279125,0.000455555
1754,202,6/18/2017,POSP,199,5171.2,11770.5,4.06,0,8.6, ,MD,OCC-SAI-009,23,0,JC, ,0.089716191,0.00042636
1755,203,6/18/2017,PLOB,200,5052.8,11724.1,144.17,0,59.5, ,MD,OCC-SAI-009,23,0,JC, ,0.616375195,0.01541414
1756,204,6/18/2017,POSP,201,4791.7,11794,36.31,0,30.6,written as ME in TL,MD,OCC-SAI-009,23,0,JC, ,0.317706114,0.003866665
1757,205,6/18/2017,POSP,202,4931.5,11990.8,151.79,0,89.5,written as ME in TL,MD,OCC-SAI-009,23,0,JC, ,0.928141568,0.016203105
1758,206,6/18/2017,POSP,203,4933.9,12207.5,30.1,0,26.5,written as ME in TL,MD,OCC-SAI-009,23,0,JC, ,0.274504238,0.003213205
1759,207,6/18/2017,POSP,204,4972.8,12222.6,3.54,0,8.8,written as ME in TL,MD,OCC-SAI-009,23,0,JC, ,0.090813855,0.000369395
1760,208,6/18/2017,POSP,205,4868.9,12170.3,98.37,0,46, ,MD,OCC-SAI-009,23,0,JC, ,0.476626739,0.0105102
1761,209,6/18/2017,POSP,206,4735.7,11901.4,15.2,0,18.7, ,MD,OCC-SAI-009,23,0,JC, ,0.193767963,0.001612975
1762,210,6/18/2017,POSP,207,4735.6,11817.1,0.48,0,2.5, ,MD,OCC-SAI-009,23,0,JC, ,0.026419416,4.735E-05
1763,211,6/18/2017,POSP,208,6994.9,11359.6,208.03,0,94.5, ,MD,OCC-SAI-009,3,0,JC, ,0.978594675,0.02223279
1764,212,6/18/2017,POSP,209,6713.5,11206.1,16.88,0,16.8, ,MD,OCC-SAI-009,3,0,JC, ,0.174448224,0.00179534
1765,213,6/18/2017,POSP,210,6830.1,11449.3,122.63,0,51.4, ,MD,OCC-SAI-009,3,0,JC, ,0.532815784,0.01310456
1766,214,6/18/2017,POSP,211,6984.8,11585.6,10.27,0,13.2, ,MD,OCC-SAI-009,3,0,JC, ,0.13654457,0.00108833
1767,215,6/18/2017,POSP,212,6843.8,11602,5.61,0,11.2, ,MD,OCC-SAI-009,3,0,JC, ,0.116038838,0.000590395
1768,216,6/18/2017,POSP,213,6506.4,11442.8,32.11,0,32.9, ,MD,OCC-SAI-009,3,0,JC, ,0.341184082,0.003415805
1769,217,6/18/2017,POSP,214,6343.4,11415.6,7.17,0,10.3, ,MD,OCC-SAI-009,3,0,JC, ,0.106745119,0.0007586
1770,218,6/18/2017,POSP,215,6384.6,11300.7,1.29,0,4.5, ,EM,OCC-SAI-009,3,0,JC, ,0.047195247,0.0001322
1771,219,6/18/2017,POSP,216,6287.2,11382.3,3.41,0,7.4, ,EM,OCC-SAI-009,3,0,JC, ,0.076590899,0.000357925
1772,220,6/18/2017,POSP,217,6579.1,11718.3,12.3,0,17.2, ,MD,OCC-SAI-009,3,0,JC, ,0.178230005,0.001302975
1773,221,6/18/2017,POSP,218,6627.8,11739.3,33.99,0,25.6, ,MD,OCC-SAI-009,3,0,JC, ,0.265574978,0.00362358
1774,222,6/18/2017,POSP,219,6587.4,11659.5,5.8,0,11.2, ,MD,OCC-SAI-009,3,0,JC, ,0.11551055,0.000610495
1775,223,6/18/2017,POSP,220,6635.4,11683,13.84,0,21.4, ,MD,OCC-SAI-009,3,0,JC, ,0.221668803,0.00146356
1776,224,6/18/2017,POSP,221,6559.6,12954.8,92.11,0,60, ,MD,OCC-SAI-009,15,0,JC, ,0.621159145,0.00982901
1777,225,6/18/2017,POSP,222,6452.9,13051.6,5.44,0,10.5, ,MD,OCC-SAI-009,15,0,JC, ,0.108343092,0.00057201
1778,226,6/18/2017,POSP,223,6445.1,13136,156.67,0,70.7, ,MD,OCC-SAI-009,15,0,JC, ,0.73248622,0.01674329
1779,227,6/18/2017,POSP,224,6607.2,13162.5,130.46,0,61.5, ,MD,OCC-SAI-009,15,0,JC, ,0.636784975,0.013940595
1780,228,6/18/2017,PLOB,225,6267.6,13219.9,458.53,0,114.2, ,MD,OCC-SAI-009,15,0,JC, ,1.183994247,0.049092015
1781,229,6/18/2017,POSP,226,6151.7,13373.4,87.48,0,45.2, ,MD,OCC-SAI-009,15,0,JC, ,0.467971785,0.00934145
1782,230,6/18/2017,POSP,227,6565.2,13365.6,110.66,0,44.2, ,MD,OCC-SAI-009,15,0,JC, ,0.457595222,0.011828905
1783,231,6/18/2017,PLOB,228,6729.9,13549.2,30.56,0,25.7, ,MD,OCC-SAI-009,15,0,JC, ,0.266436144,0.003250565
1784,232,6/18/2017,POSP,229,6419,13446.5,65.59,0,35.9, ,MD,OCC-SAI-009,15,0,JC, ,0.371890745,0.00700237
1785,233,6/18/2017,POSP,230,6778,13440,10.18,0,12.9, ,MD,OCC-SAI-009,15,0,JC, ,0.134251259,0.00107938
1786,234,6/18/2017,POSP,231,7864.7,12474.9,80.89,0,42.9, ,MD,OCC-SAI-009,14,0,JC, ,0.44475076,0.008639115
1787,235,6/18/2017,POSP,232,7869.4,12614.1,7.5,0,10.5, ,MD,OCC-SAI-009,14,0,JC, ,0.108885861,0.00079325
1788,236,6/18/2017,POSP,233,8181.3,12694.2,49.04,0,30.2, ,MD,OCC-SAI-009,14,0,JC, ,0.313622467,0.00523277
1789,237,6/18/2017,POSP,234,8147.4,12633.8,1.56,0,4.9, ,EM,OCC-SAI-009,14,0,JC, ,0.050960297,0.00016096
1790,238,6/18/2017,POSP,235,7655.8,12726.9,77.9,0,49.9, ,MD,OCC-SAI-009,14,0,JC, ,0.517224608,0.008311025
1791,239,6/18/2017,POSP,236,7668.4,12846.6,123.84,0,46.1, ,MD,OCC-SAI-009,14,0,JC, ,0.477926684,0.013246375
1792,240,6/18/2017,POSP,237,7677.4,12923.4,29.16,0,22.7, ,MD,OCC-SAI-009,14,0,JC, ,0.235211557,0.003106365
1793,241,6/18/2017,PLOB,238,7736.1,12892.8,4.16,0,8.4, ,MD,OCC-SAI-009,14,0,JC, ,0.086897863,0.00043661
1794,242,6/18/2017,POSP,239,7641.5,12972.1,6.39,0,10.2, ,MD,OCC-SAI-009,14,0,JC, ,0.105401222,0.00067531
1795,243,6/18/2017,POSP,240,7609.7,12937.2,21.39,0,18.6, ,MD,OCC-SAI-009,14,0,JC, ,0.192358916,0.002275635
1796,244,6/18/2017,POSP,241,7554.4,12897.1,35.69,0,28.6, ,MD,OCC-SAI-009,14,0,JC, ,0.29603771,0.0038081
1797,246,6/18/2017,PLOB,243,7941.8,13018.8,22.48,0,33.3, ,MD,OCC-SAI-009,14,0,JC, ,0.344900354,0.00237926
1798,245,6/18/2017,PLOB,242,7896.2,12984.7,20.45,0,24.1, ,MD,OCC-SAI-009,14,0,JC, ,0.2499535,0.002171375
1799,247,6/18/2017,POSP,244,7876.7,13094.3,15.31,0,16.8, ,MD,OCC-SAI-009,14,0,JC, ,0.174413659,0.00162602
1800,248,6/18/2017,POSP,245,7950.4,13086.4,51.86,0,48.5, ,MD,OCC-SAI-009,14,0,JC, ,0.502364407,0.0055209
1801,249,6/18/2017,PLOB,246,7503.4,12780.6,335.53,0,132.5, ,MD,OCC-SAI-009,14,0,JC, ,1.373402961,0.035888195
1802,250,6/18/2017,POSP,247,9241.6,12427.3,69.03,0,37.8, ,MD,OCC-SAI-009,8,0,JC, ,0.391140679,0.00737002
1803,251,6/18/2017,POSP,248,9304.3,12511.1,5.57,0,9.4, ,MD,OCC-SAI-009,8,0,JC, ,0.097617991,0.0005875
1804,252,6/18/2017,POSP,249,9232.7,12503.7,48.92,0,30.8, ,MD,OCC-SAI-009,8,0,JC, ,0.318769816,0.00521862
1805,253,6/18/2017,POSP,250,9347.5,12528.7,3.61,0,8.5, ,MD,OCC-SAI-009,8,0,JC, ,0.087931042,0.00037797
1806,254,6/18/2017,PLOB,251,9350.3,12600.8,3.77,0,9.8, ,MD,OCC-SAI-009,8,0,JC, ,0.10182404,0.00039454
1807,255,6/18/2017,PLOB,252,9370.5,12627.4,26.35,0,39.2, ,MD,OCC-SAI-009,8,0,JC, ,0.406178829,0.00279035
1808,256,6/18/2017,PLOB,253,9456.6,12587.2,8.14,0,11.5, ,MD,OCC-SAI-009,8,0,JC, ,0.119630037,0.000861615
1809,257,6/18/2017,POSP,254,9428.1,12614.4,5.6,0,10, ,MD,OCC-SAI-009,8,0,JC, ,0.103826899,0.00059004
1810,258,6/18/2017,POSP,255,9458.4,12678.5,50.19,0,45.1, ,MD,OCC-SAI-009,8,0,JC, ,0.467423169,0.00534221
1811,259,6/18/2017,POSP,256,9509.1,12625.3,5.8,0,9.3, ,MD,OCC-SAI-009,8,0,JC, ,0.096221317,0.000612975
1812,260,6/18/2017,POSP,257,9275.3,12695.5,579.61,0,216.6, ,MD,OCC-SAI-009,8,0,JC, ,2.244821402,0.06207197
1813,261,6/18/2017,POSP,258,9185.9,12877.3,48.03,0,35.7, ,MD,OCC-SAI-009,8,0,JC, ,0.370087424,0.005118585
1814,262,6/18/2017,POSP,259,9162.2,12762,135.02,0,86.4, ,MD,OCC-SAI-009,8,0,JC, ,0.8953878,0.014419335
1815,263,6/18/2017,POSP,260,9089.3,12763.6,6.2,0,11.2, ,MD,OCC-SAI-009,8,0,JC, ,0.11565719,0.00065228
1816,264,6/18/2017,POSP,261,9112.1,12855.9,21.12,0,33, ,MD,OCC-SAI-009,8,0,JC, ,0.341970025,0.00224182
1817,265,6/18/2017,POSP,262,9062.1,12970.3,11.85,0,19.6, ,MD,OCC-SAI-009,8,0,JC, ,0.202587922,0.00125404
1818,266,6/18/2017,POSP,263,9157.2,12984.4,98.52,0,56.8, ,MD,OCC-SAI-009,8,0,JC, ,0.588389299,0.01052174
1819,267,6/18/2017,POSP,264,8670.7,12638.2,33.02,0,25.6, ,MD,OCC-SAI-009,8,0,JC, ,0.265307396,0.003517245
1820,268,6/18/2017,POSP,265,8620.3,12618.6,6.23,0,10.6, ,MD,OCC-SAI-009,8,0,JC, ,0.109762722,0.000657425
1821,269,6/18/2017,POSP,266,8884.2,12907.7,23.04,0,20.2, ,MD,OCC-SAI-009,8,0,JC, ,0.209890183,0.002452885
1822,270,6/18/2017,POSP,267,8809.3,12804.9,360.49,0,165.6, ,MD,OCC-SAI-009,8,0,JC, ,1.716611485,0.038535315
1823,271,6/18/2017,POSP,268,9008.7,12861.7,97.33,0,62.2, ,MD,OCC-SAI-009,8,0,JC, ,0.644634099,0.0103862
1824,272,6/18/2017,PMEA,269,8997.9,12935.9,5.56,0,9.5, ,BR,OCC-SAI-009,8,0,JC, ,0.098885636,0.000585355
1825,273,6/18/2017,POSP,270,6779.2,3535.5,55.54,0,52.9, ,MD,OCC-SAI-009,11,0,JC, ,0.548605921,0.005910675
1826,274,6/18/2017,PMEA,271,6888.6,4218.7,18,0,21.9, ,BR,OCC-SAI-009,11,0,JC, ,0.226644956,0.00191228
1827,275,6/18/2017,POSP,272,7026.6,2608.6,51.22,0,33.8, ,MD,OCC-SAI-009,20,0,JC, ,0.35012948,0.005462645
1828,276,6/18/2017,POSP,273,7151.6,2675.8,92.16,0,44.4, ,MD,OCC-SAI-009,20,0,JC, ,0.459848179,0.00984668
1829,277,6/18/2017,POSP,274,7287.8,2618.9,143.5,0,64.2, ,MD,OCC-SAI-009,20,0,JC, ,0.664979907,0.01533617
1830,278,6/18/2017,POSP,275,7348.4,2753.9,27.88,0,25.4, ,MD,OCC-SAI-009,20,0,JC, ,0.263337495,0.00296563
1831,279,6/18/2017,POSP,276,7417,2775.1,26.89,0,21.8, ,MD,OCC-SAI-009,20,0,JC, ,0.226102868,0.00286163
1832,280,6/18/2017,POSP,277,7464.7,2804.8,35.32,0,32.8, ,MD,OCC-SAI-009,20,0,JC, ,0.339414825,0.00375608
1833,281,6/18/2017,POSP,278,7363.3,2846.1,45.07,0,29.1, ,MD,OCC-SAI-009,20,0,JC, ,0.301225938,0.0048084
1834,282,6/18/2017,POSP,279,7450,2869.3,69.19,0,40.6, ,MD,OCC-SAI-009,20,0,JC, ,0.420835823,0.007385425
1835,283,6/18/2017,POSP,280,7442.7,2913.9,6.59,0,12.5, ,MD,OCC-SAI-009,20,0,JC, ,0.129702191,0.000692895
1836,284,6/18/2017,POSP,281,7204.8,3003.4,16.92,0,17.7, ,MD,OCC-SAI-009,20,0,JC, ,0.183177068,0.001799395
1837,285,6/18/2017,POSP,282,7302.1,2951.9,101.42,0,75.2, ,MD,OCC-SAI-009,20,0,JC, ,0.779180749,0.01081326
1838,286,6/18/2017,POSP,283,7301.1,2844.6,6.55,0,11.3, ,MD,OCC-SAI-009,20,0,JC, ,0.117682698,0.000691175
1839,287,6/18/2017,POSP,284,7213.7,2900.6,64.64,0,54.8, ,MD,OCC-SAI-009,20,0,JC, ,0.567876491,0.006883165
1840,288,6/18/2017,POSP,285,7101.6,3075.8,70.08,0,59.3, ,MD,OCC-SAI-009,20,0,JC, ,0.614340527,0.00746357
1841,289,6/18/2017,PLOB,286,12887.8,8875.7,129.35,0,57.7, ,MD,OCC-SAI-009,21,0,JC, ,0.59852622,0.013823855
1842,290,6/18/2017,PLUT,287,5543.5,5798.7,883.56,0,174.3, ,MD,OCC-SAI-009,2,0,JC, ,1.805756839,0.094674595
1843,291,6/18/2017,PLUT,288,5698,5375.8,43.83,0,60.1, ,MD,OCC-SAI-009,2,0,JC, ,0.623080182,0.004645965
1844,167,6/18/2017,PLOB,165,7573.8,10500.1,91.19,0,38.6, ,MD,OCC-SAI-009,5,0,JC, ,0.399841753,0.009745955
1845,298,6/18/2017,ACSP,289,1963.2,4800.6,16.38,0,16.6, ,BR,OCC-SAI-009,-99,0,JC, ,0.172476815,0.00174063
1846,299,6/18/2017,ACSP,290,1600.9,4328.6,13.07,0,15.1, ,BR,OCC-SAI-009,-99,0,JC, ,0.156353675,0.001386175
1847,301,6/18/2017,ACSP,291,3509.3,3480.1,19.43,0,20.3, ,BR,OCC-SAI-009,-99,0,JC, ,0.210128814,0.002064525
1848,303,6/18/2017,AGLO,292,2850.4,6090.3,166.19,0,63.3, ,BR,OCC-SAI-009,-99,0,JC, ,0.655557063,0.01776956
1849,304,6/18/2017,ACSP,293,3570.9,7550.3,4.32,0,9.3, ,BR,OCC-SAI-009,-99,0,JC, ,0.096290127,0.000453495
1850,305,6/18/2017,ACSP,294,3944.2,8364.2,34.75,0,27.5, ,BR,OCC-SAI-009,-99,0,JC, ,0.2841078,0.00370086
1851,306,6/18/2017,ACSP,295,3128.4,8114.5,25.11,0,23, ,BR,OCC-SAI-009,-99,0,JC, ,0.238149256,0.002671965
1852,307,6/18/2017,ACSP,296,3047.6,8236.6,5.88,0,10.2, ,BR,OCC-SAI-009,-99,0,JC, ,0.105316836,0.00062023
1853,308,6/18/2017,ACSP,297,2526.1,9090.3,45.34,0,32.1, ,BR,OCC-SAI-009,-99,0,JC, ,0.332281547,0.00483174
1854,309,6/18/2017,ACSP,298,3188.3,8666.3,83.53,0,40.1, ,BR,OCC-SAI-009,-99,0,JC, ,0.415627522,0.008924245
1855,310,6/18/2017,ACSP,299,3056.7,9759.7,29.34,0,27.6, ,BR,OCC-SAI-009,-99,0,JC, ,0.285817151,0.00312141
1856,312,6/18/2017,ACSP,300,3041.3,10293.2,2.42,0,5.8, ,BR,OCC-SAI-009,-99,0,JC, ,0.060534126,0.000253005
1857,313,6/18/2017,ACSP,301,2865.6,10500.6,20.25,0,20.7, ,BR,OCC-SAI-009,-99,0,JC, ,0.213816745,0.00215157
1858,318,6/18/2017,ACSP,304,2774.2,12483.7,17.29,0,18.4, ,BR,OCC-SAI-009,-99,0,JC, ,0.190582883,0.001835835
1859,320,6/18/2017,ACSP,305,5014.7,13733.3,20.36,0,19.4, ,BR,OCC-SAI-009,-99,0,JC, ,0.200998616,0.002165535
1860,321,6/18/2017,ACSP,306,4088.4,13375.1,65.39,0,41.4, ,BR,OCC-SAI-009,-99,0,JC, ,0.429131254,0.006975615
1861,322,6/18/2017,ACSP,307,4416.6,13310.2,6.43,0,10.9, ,BR,OCC-SAI-009,-99,0,JC, ,0.112691207,0.00067756
1862,323,6/18/2017,ACSP,308,4457.3,12998.2,43.96,0,30.7, ,BR,OCC-SAI-009,-99,0,JC, ,0.318426282,0.004686955
1863,324,6/18/2017,ACSP,309,6003.4,13283,12.47,0,15.3, ,BR,OCC-SAI-009,-99,0,JC, ,0.158563018,0.001320855
1864,325,6/18/2017,ACSP,310,5916.6,13243.5,4.09,0,8.8, ,BR,OCC-SAI-009,-99,0,JC, ,0.091454282,0.00042891
1865,326,6/18/2017,AGLO,311,4958.6,12886.8,25.01,0,20.9, ,BR,OCC-SAI-009,-99,0,JC, ,0.21623777,0.002664235
1866,327,6/18/2017,ACSP,312,5894.2,12529.4,6.93,0,12.2, ,BR,OCC-SAI-009,-99,0,JC, ,0.125675178,0.00073039
1867,328,6/18/2017,ACSP,313,5772.6,12086,27.61,0,24.4, ,BR,OCC-SAI-009,-99,0,JC, ,0.252225972,0.002939715
1868,315,6/18/2017,ACSP,302,5613.6,11573.4,7.56,0,12.8, ,BR,OCC-SAI-009,-99,0,JC, ,0.132944985,0.000800735
1869,316,6/18/2017,ACSP,303,5500.5,11105.6,115.55,0,65.1, ,BR,OCC-SAI-009,-99,0,JC, ,0.674280059,0.012332515
1870,330,6/18/2017,ACSP,314,5316.5,11248.9,28.26,0,21.8, ,BR,OCC-SAI-009,-99,0,JC, ,0.225877334,0.003011125
1871,331,6/18/2017,ACSP,315,5662.1,10945.4,113.16,0,56.9, ,BR,OCC-SAI-009,-99,0,JC, ,0.589377204,0.01208729
1872,332,6/18/2017,ACSP,316,5902.8,11019.9,79.41,0,41.1, ,BR,OCC-SAI-009,-99,0,JC, ,0.425850316,0.00848218
1873,333,6/18/2017,ACSP,317,6053.9,10136.8,7.53,0,11.9, ,BR,OCC-SAI-009,-99,0,JC, ,0.123556662,0.00079599
1874,334,6/18/2017,ACSP,318,4379.7,9911.4,17.23,0,16, ,BR,OCC-SAI-009,-99,0,JC, ,0.166464285,0.00183148
1875,336,6/18/2017,ACSP,319,4731.2,8061.5,6.99,0,10.9, ,BR,OCC-SAI-009,-99,0,JC, ,0.112697838,0.000737595
1876,338,6/18/2017,ACSP,320,4586.2,6979.1,15.18,0,15.8, ,BR,OCC-SAI-009,-99,0,JC, ,0.163682028,0.00161283
