"","Island","Site","Genus_Code","Site_Genet","TimePt_STA","TP_ID_STA","Year_STA","Date_STA","Surface_Area_STA","Shape_Area_STA","Shape_Leng_STA","nPatches_STA","TimePt_END","TP_ID_END","Year_END","Date_END","Surface_Area_END","Shape_Area_END","Shape_Leng_END","nPatches_END","TransitionTypeSimple","Interval","l10_Area_STA","l10_Area_END","l10TransitionMagnitude","l10_Surface_Area_STA","l10_Surface_Area_END","l10STransitionMagnitude","Interval_Years","l10_Area_ENDann","l10_Surface_Area_ENDann","Mortality","Survival"
"8060","OAH","OCC-OAH-005","POCS","OCC-OAH-005_293",1,6,2018,2018-10-04,0.074545146,0.028732015,0.990314415,1,2,10,2024,2024-06-06,0,0,0,0,"MORT","18_24",-1.54163391550842,-Inf,-Inf,-1.12758063033368,-Inf,-Inf,5.67282683093771,-Inf,-Inf,1,0
"8061","OAH","OCC-OAH-005","POCS","OCC-OAH-005_294",0,4,2016,2016-08-23,0.004096095,0.00244337,0.30798624,1,1,6,2018,2018-10-04,0.000850201,0.000586025,0.130717728,1,"GROW","16_18",-2.61201076274776,-3.23208385645554,-0.620073093707772,-2.38762997940104,-3.0704783885547,-0.682848409153663,2.11362080766598,-2.90538083719953,-2.71070042168521,0,1
"8062","OAH","OCC-OAH-005","POCS","OCC-OAH-005_294",1,6,2018,2018-10-04,0.000850201,0.000586025,0.130717728,1,2,10,2024,2024-06-06,0,0,0,0,"MORT","18_24",-3.23208385645554,-Inf,-Inf,-3.0704783885547,-Inf,-Inf,5.67282683093771,-Inf,-Inf,1,0
"8063","OAH","OCC-OAH-005","POCS","OCC-OAH-005_295",0,4,2016,2016-08-23,0.024503598,0.012491295,0.757353192,1,1,6,2018,2018-10-04,0.058650109,0.022097205,0.842126469,1,"GROW","16_18",-1.9033925350286,-1.655662655267,0.247729879761594,-1.61077014107146,-1.2317311764205,0.37903896465096,2.11362080766598,-1.78618613790046,-1.43143855837876,0,1
"8064","OAH","OCC-OAH-005","POCS","OCC-OAH-005_295",1,6,2018,2018-10-04,0.058650109,0.022097205,0.842126469,1,2,10,2024,2024-06-06,0.158018324,0.052521815,1.997829663,1,"GROW","18_24",-1.655662655267,-1.27966027437874,0.37600238088827,-1.2317311764205,-0.801292548800906,0.430438627619591,5.67282683093771,-1.58938134753561,-1.15585390386352,0,1
"8065","OAH","OCC-OAH-005","POCS","OCC-OAH-005_296",0,4,2016,2016-08-23,0.004826123,0.00149952,0.215002584,1,1,6,2018,2018-10-04,0.00250429,0.00061887,0.113128367,1,"GROW","16_18",-2.82404773741915,-3.20840056941616,-0.384352831997006,-2.3164016137284,-2.60131538069038,-0.284913766961978,2.11362080766598,-3.00589342639183,-2.45120051707408,0,1
"8066","OAH","OCC-OAH-005","POCS","OCC-OAH-005_296",1,6,2018,2018-10-04,0.00250429,0.00061887,0.113128367,1,2,10,2024,2024-06-06,0,0,0,0,"MORT","18_24",-3.20840056941616,-Inf,-Inf,-2.60131538069038,-Inf,-Inf,5.67282683093771,-Inf,-Inf,1,0
"8067","OAH","OCC-OAH-005","POCS","OCC-OAH-005_297",0,4,2016,2016-08-23,0.13013407,0.041004105,1.37120405,1,1,6,2018,2018-10-04,0.342195475,0.05387173,2.207761905,1,"GROW","16_18",-1.38717266304596,-1.26863907759327,0.118533585452685,-0.885608987251421,-0.465725737622282,0.419883249629139,2.11362080766598,-1.33109184428094,-0.686953084496184,0,1
"8068","OAH","OCC-OAH-005","POCS","OCC-OAH-005_297",1,6,2018,2018-10-04,0.342195475,0.05387173,2.207761905,1,2,10,2024,2024-06-06,0.536342347,0.05321383,4.146792121,2,"GROW","18_24",-1.26863907759327,-1.27397548213888,-0.00533640454560902,-0.465725737622282,-0.270557911889494,0.195167825732788,5.67282683093771,-1.26957977342353,-0.431321756758913,0,1
"8069","OAH","OCC-OAH-005","POCS","OCC-OAH-005_298",0,4,2016,2016-08-23,0.016719266,0.008277575,0.482285597,1,1,6,2018,2018-10-04,0.016475529,0.008169385,0.665891648,1,"GROW","16_18",-2.08209687557878,-2.08781063638797,-0.00571376080918906,-1.77678279263545,-1.78316063208493,-0.00637783944948067,2.11362080766598,-2.08480018015852,-1.77980028727136,0,1
"8070","OAH","OCC-OAH-005","POCS","OCC-OAH-005_298",1,6,2018,2018-10-04,0.016475529,0.008169385,0.665891648,1,2,10,2024,2024-06-06,0,0,0,0,"MORT","18_24",-2.08781063638797,-Inf,-Inf,-1.78316063208493,-Inf,-Inf,5.67282683093771,-Inf,-Inf,1,0
"8071","OAH","OCC-OAH-005","POCS","OCC-OAH-005_299",0,4,2016,2016-08-23,0.036244407,0.01839313,1.218686788,1,1,6,2018,2018-10-04,0.08685118,0.035933485,1.17943024,1,"GROW","16_18",-1.73534435961126,-1.44450066081169,0.290843698799574,-1.44075900140863,-1.06122427665261,0.379534724756023,2.11362080766598,-1.59773987646807,-1.26119286382166,0,1
"8072","OAH","OCC-OAH-005","POCS","OCC-OAH-005_299",1,6,2018,2018-10-04,0.08685118,0.035933485,1.17943024,1,2,10,2024,2024-06-06,0.002962891,0.001668215,0.19985358,1,"GROW","18_24",-1.44450066081169,-2.77774797810094,-1.33324731728925,-1.06122427665261,-2.52828432522237,-1.46706004856976,5.67282683093771,-1.67952410803172,-1.31983609264687,0,1
"8073","OAH","OCC-OAH-005","POCS","OCC-OAH-005_300",0,4,2016,2016-08-23,0.109865814,0.04487439,2.679465078,1,1,6,2018,2018-10-04,0.142139945,0.044072325,1.511691405,1,"GROW","16_18",-1.34800144195534,-1.35583403803022,-0.00783259607487863,-0.959137422233406,-0.847283856940595,0.111853565292811,2.11362080766598,-1.35170721360864,-0.90621706637434,0,1
"8074","OAH","OCC-OAH-005","POCS","OCC-OAH-005_300",1,6,2018,2018-10-04,0.142139945,0.044072325,1.511691405,1,2,10,2024,2024-06-06,0.30221036,0.075377395,2.260575717,1,"GROW","18_24",-1.35583403803022,-1.12275887559793,0.233075162432287,-0.847283856940595,-0.519690651798078,0.327593205142517,5.67282683093771,-1.31474779137076,-0.789536068244502,0,1
"8075","OAH","OCC-OAH-005","POCS","OCC-OAH-005_301",0,4,2016,2016-08-23,0.000959667,0.000740185,0.126665415,1,1,6,2018,2018-10-04,0.01470893,0.00667118,0.393690975,1,"GROW","16_18",-3.13065972021799,-2.17579734117141,0.954862379046574,-3.01787943899253,-1.83241891884265,1.18546052014988,2.11362080766598,-2.6788935493025,-2.45701226932317,0,1
"8076","OAH","OCC-OAH-005","POCS","OCC-OAH-005_301",1,6,2018,2018-10-04,0.01470893,0.00667118,0.393690975,1,2,10,2024,2024-06-06,0.167536839,0.045970805,1.958567449,1,"GROW","18_24",-2.17579734117141,-1.33751789120299,0.838279449968427,-1.83241891884265,-0.775889682864062,1.05652923597859,5.67282683093771,-2.02802631361303,-1.64617504652548,0,1
"8077","OAH","OCC-OAH-005","POCS","OCC-OAH-005_302",0,4,2016,2016-08-23,0.03744435,0.022992245,1.074502923,1,1,6,2018,2018-10-04,0.065158115,0.032424635,1.064791947,1,"GROW","16_18",-1.63841862144449,-1.48912490401422,0.149293717430272,-1.42661370397088,-1.18603148815941,0.240582215811467,2.11362080766598,-1.5677845148494,-1.31278902220257,0,1
"8078","OAH","OCC-OAH-005","POCS","OCC-OAH-005_302",1,6,2018,2018-10-04,0.065158115,0.032424635,1.064791947,1,2,10,2024,2024-06-06,0,0,0,0,"MORT","18_24",-1.48912490401422,-Inf,-Inf,-1.18603148815941,-Inf,-Inf,5.67282683093771,-Inf,-Inf,1,0
"8079","OAH","OCC-OAH-005","POCS","OCC-OAH-005_303",0,4,2016,2016-08-23,0.023997857,0.00812525,0.42942899,1,1,6,2018,2018-10-04,0.051454729,0.014918055,0.687812517,1,"GROW","16_18",-2.09016326764753,-1.8262877960209,0.263875471626633,-1.61982753889793,-1.28857470478445,0.331252834113476,2.11362080766598,-1.9653180396532,-1.46310461446794,0,1
"8080","OAH","OCC-OAH-005","POCS","OCC-OAH-005_303",1,6,2018,2018-10-04,0.051454729,0.014918055,0.687812517,1,2,10,2024,2024-06-06,0,0,0,0,"MORT","18_24",-1.8262877960209,-Inf,-Inf,-1.28857470478445,-Inf,-Inf,5.67282683093771,-Inf,-Inf,1,0
"8081","OAH","OCC-OAH-005","POCS","OCC-OAH-005_304",0,4,2016,2016-08-23,0.056157245,0.03335667,1.380820695,1,1,6,2018,2018-10-04,0.00819431,0.004589675,0.468071901,1,"GROW","16_18",-1.47681731153578,-2.33821806625007,-0.861400754714285,-1.25059420626725,-2.08648761022145,-0.835893403954202,2.11362080766598,-1.88436475409976,-1.64607356610439,0,1
"8082","OAH","OCC-OAH-005","POCS","OCC-OAH-005_304",1,6,2018,2018-10-04,0.00819431,0.004589675,0.468071901,1,2,10,2024,2024-06-06,0,0,0,0,"MORT","18_24",-2.33821806625007,-Inf,-Inf,-2.08648761022145,-Inf,-Inf,5.67282683093771,-Inf,-Inf,1,0
"8083","OAH","OCC-OAH-005","POCS","OCC-OAH-005_305",0,4,2016,2016-08-23,0.003785462,0.00260086,0.24047118,1,1,6,2018,2018-10-04,0.0164796,0.00808517,0.425244376,1,"GROW","16_18",-2.58488302452995,-2.09231084412051,0.492572180409439,-2.42188110908168,-1.78305333389503,0.638827775186642,2.11362080766598,-2.35183640679089,-2.11963778668929,0,1
"8084","OAH","OCC-OAH-005","POCS","OCC-OAH-005_305",1,6,2018,2018-10-04,0.0164796,0.00808517,0.425244376,1,2,10,2024,2024-06-06,0.156170128,0.04156032,1.399449512,1,"GROW","18_24",-2.09231084412051,-1.38132111718562,0.710989726934886,-1.78305333389503,-0.806402033745762,0.976651300149271,5.67282683093771,-1.96697831624263,-1.61089026083542,0,1
"8085","OAH","OCC-OAH-005","POCS","OCC-OAH-005_306",0,4,2016,2016-08-23,0.004553835,0.002824175,0.2887537,1,1,6,2018,2018-10-04,0,0,0,0,"MORT","16_18",-2.54910839572945,-Inf,-Inf,-2.34162270931326,-Inf,-Inf,2.11362080766598,-Inf,-Inf,1,0
"8086","OAH","OCC-OAH-005","POCS","OCC-OAH-005_307",0,4,2016,2016-08-23,0.015919141,0.006100135,0.354209211,1,1,6,2018,2018-10-04,0.04083918,0.01601753,0.760845383,1,"GROW","16_18",-2.21466055366033,-1.79540445392438,0.419256099735952,-1.79808037058233,-1.38892298659126,0.40915738399107,2.11362080766598,-2.01630136916738,-1.60449910827308,0,1
"8087","OAH","OCC-OAH-005","POCS","OCC-OAH-005_307",1,6,2018,2018-10-04,0.04083918,0.01601753,0.760845383,1,2,10,2024,2024-06-06,0.216476018,0.064036755,2.016075234,1,"GROW","18_24",-1.79540445392438,-1.19357068364375,0.601833770280632,-1.38892298659126,-0.664590209366797,0.724332777224461,5.67282683093771,-1.68931382429359,-1.26123835971808,0,1
"8088","OAH","OCC-OAH-005","POCS","OCC-OAH-005_308",0,4,2016,2016-08-23,0.068682411,0.032466855,1.045704482,1,1,6,2018,2018-10-04,0.099793821,0.03911341,1.008437721,1,"GROW","16_18",-1.48855977858365,-1.40767431957266,0.0808854590109851,-1.16315446794302,-1.00089634837876,0.162258119564253,2.11362080766598,-1.45029110772385,-1.08638662057146,0,1
"8089","OAH","OCC-OAH-005","POCS","OCC-OAH-005_308",1,6,2018,2018-10-04,0.099793821,0.03911341,1.008437721,1,2,10,2024,2024-06-06,0.002983498,0.001302205,0.161438,1,"GROW","18_24",-1.40767431957266,-2.88532064145092,-1.47764632187826,-1.00089634837876,-2.52527424895086,-1.52437790057209,5.67282683093771,-1.66815227278986,-1.26961209557179,0,1
"8090","OAH","OCC-OAH-005","POCS","OCC-OAH-005_309",0,4,2016,2016-08-23,0.023314345,0.010003435,0.899549579,1,1,6,2018,2018-10-04,0.026658579,0.01044387,1.066443891,1,"GROW","16_18",-1.99985084546129,-1.98113854269303,0.0187123027682665,-1.63237678123379,-1.57416300379336,0.0582137774404268,2.11362080766598,-1.99099764781089,-1.6048345762984,0,1
"8091","OAH","OCC-OAH-005","POCS","OCC-OAH-005_309",1,6,2018,2018-10-04,0.026658579,0.01044387,1.066443891,1,2,10,2024,2024-06-06,0.032433609,0.009461055,1.087409304,2,"GROW","18_24",-1.98113854269303,-2.02406043282319,-0.042921890130166,-1.57416300379336,-1.48900472318707,0.0851582806062858,5.67282683093771,-1.98870476874034,-1.55915139086313,0,1
"8092","OAH","OCC-OAH-005","POCS","OCC-OAH-005_310",0,4,2016,2016-08-23,0.03532283,0.017413095,0.760126428,1,1,6,2018,2018-10-04,0.010820486,0.00380138,0.509009243,2,"GROW","16_18",-1.75912403060807,-2.42005871454469,-0.660934683936613,-1.45194450882755,-1.96575323254016,-0.513808723712614,2.11362080766598,-2.07182661261306,-1.69503859734572,0,1
"8093","OAH","OCC-OAH-005","POCS","OCC-OAH-005_310",1,6,2018,2018-10-04,0.010820486,0.00380138,0.509009243,2,2,10,2024,2024-06-06,0,0,0,0,"MORT","18_24",-2.42005871454469,-Inf,-Inf,-1.96575323254016,-Inf,-Inf,5.67282683093771,-Inf,-Inf,1,0
"8094","OAH","OCC-OAH-005","POCS","OCC-OAH-005_311",0,4,2016,2016-08-23,0.06411824,0.036230925,1.408130449,1,1,6,2018,2018-10-04,0.080989533,0.03792001,1.588849485,1,"GROW","16_18",-1.4409205779923,-1.42113155680485,0.0197890211874518,-1.19301840722835,-1.09157110524572,0.10144730198263,2.11362080766598,-1.43155796142661,-1.14502148099887,0,1
"8095","OAH","OCC-OAH-005","POCS","OCC-OAH-005_311",1,6,2018,2018-10-04,0.080989533,0.03792001,1.588849485,1,2,10,2024,2024-06-06,0.071823432,0.027956955,1.303394565,1,"GROW","18_24",-1.42113155680485,-1.55351013259418,-0.132378575789332,-1.09157110524572,-1.14373384645235,-0.0521627412066301,5.67282683093771,-1.44446711414416,-1.10076629888748,0,1
"8096","OAH","OCC-OAH-005","POCS","OCC-OAH-005_312",0,4,2016,2016-08-23,0.051942274,0.015861915,0.660002931,1,1,6,2018,2018-10-04,0.11258841,0.023704095,1.027116643,1,"GROW","16_18",-1.79964438172667,-1.6251766209824,0.174467760744274,-1.28447904115197,-0.948506314032741,0.335972727119227,2.11362080766598,-1.71709988741081,-1.12552303262827,0,1
"8097","OAH","OCC-OAH-005","POCS","OCC-OAH-005_312",1,6,2018,2018-10-04,0.11258841,0.023704095,1.027116643,1,2,10,2024,2024-06-06,0.063311428,0.01970731,2.080412184,1,"GROW","18_24",-1.6251766209824,-1.7053726518182,-0.0801960308358001,-0.948506314032741,-1.19851789078233,-0.250011576749593,5.67282683093771,-1.63931349369609,-0.992578094152331,0,1
"8098","OAH","OCC-OAH-005","POCS","OCC-OAH-005_313",0,4,2016,2016-08-23,0.090218954,0.049957485,1.579926934,1,1,6,2018,2018-10-04,0.128314362,0.054887245,1.502555412,1,"GROW","16_18",-1.30139943335064,-1.26052856756645,0.0408708657841974,-1.04470221242631,-0.89172473108985,0.15297748133646,2.11362080766598,-1.28206253733034,-0.972325236962395,0,1
"8099","OAH","OCC-OAH-005","POCS","OCC-OAH-005_313",1,6,2018,2018-10-04,0.128314362,0.054887245,1.502555412,1,2,10,2024,2024-06-06,0,0,0,0,"MORT","18_24",-1.26052856756645,-Inf,-Inf,-0.89172473108985,-Inf,-Inf,5.67282683093771,-Inf,-Inf,1,0
"8100","OAH","OCC-OAH-005","POCS","OCC-OAH-005_314",0,4,2016,2016-08-23,0.009555446,0.006699715,0.550105975,1,1,6,2018,2018-10-04,0.012269847,0.00627049,0.860542345,1,"GROW","16_18",-2.17394367141259,-2.20269852041629,-0.0287548490036991,-2.01974903746104,-1.91116085271472,0.108588184746311,2.11362080766598,-2.18754821622944,-1.96837360419861,0,1
"8101","OAH","OCC-OAH-005","POCS","OCC-OAH-005_314",1,6,2018,2018-10-04,0.012269847,0.00627049,0.860542345,1,2,10,2024,2024-06-06,0,0,0,0,"MORT","18_24",-2.20269852041629,-Inf,-Inf,-1.91116085271472,-Inf,-Inf,5.67282683093771,-Inf,-Inf,1,0
"8102","OAH","OCC-OAH-005","POCS","OCC-OAH-005_315",0,4,2016,2016-08-23,0.033965672,0.01042698,0.484922594,1,1,6,2018,2018-10-04,0.069846964,0.02097223,0.803182766,1,"GROW","16_18",-1.98184145947894,-1.67835538807527,0.303486071403664,-1.46895978861028,-1.15585246638161,0.31310732222867,2.11362080766598,-1.83825559473776,-1.32082190072943,0,1
"8103","OAH","OCC-OAH-005","POCS","OCC-OAH-005_315",1,6,2018,2018-10-04,0.069846964,0.02097223,0.803182766,1,2,10,2024,2024-06-06,0.175896853,0.048371685,1.508377096,1,"GROW","18_24",-1.67835538807527,-1.31540878394799,0.362946604127285,-1.15585246638161,-0.754741930508205,0.40111053587341,5.67282683093771,-1.61437553906104,-1.08514511926397,0,1
"8104","OAH","OCC-OAH-005","POCS","OCC-OAH-005_316",0,4,2016,2016-08-23,0.006113127,0.00235008,0.231178089,1,1,6,2018,2018-10-04,0.016276848,0.006943765,0.558231712,1,"GROW","16_18",-2.62891735348691,-2.15840498554617,0.470512367940735,-2.2137365816638,-1.78842969212134,0.425306889542455,2.11362080766598,-2.4063077130849,-2.01251463683817,0,1
"8105","OAH","OCC-OAH-005","POCS","OCC-OAH-005_316",1,6,2018,2018-10-04,0.016276848,0.006943765,0.558231712,1,2,10,2024,2024-06-06,0,0,0,0,"MORT","18_24",-2.15840498554617,-Inf,-Inf,-1.78842969212134,-Inf,-Inf,5.67282683093771,-Inf,-Inf,1,0
"8106","OAH","OCC-OAH-005","POCS","OCC-OAH-005_317",0,4,2016,2016-08-23,0.056648271,0.026114635,1.167026001,1,1,6,2018,2018-10-04,0,0,0,0,"MORT","16_18",-1.58311603984781,-Inf,-Inf,-1.24681334099244,-Inf,-Inf,2.11362080766598,-Inf,-Inf,1,0
"8107","OAH","OCC-OAH-005","POCS","OCC-OAH-005_318",0,4,2016,2016-08-23,0.0140397,0.00696157,0.468003995,1,1,6,2018,2018-10-04,0,0,0,0,"MORT","16_18",-2.15729280558413,-Inf,-Inf,-1.85264217210198,-Inf,-Inf,2.11362080766598,-Inf,-Inf,1,0
"8108","OAH","OCC-OAH-005","POCS","OCC-OAH-005_319",0,4,2016,2016-08-23,0.045513928,0.022939005,0.942607473,1,1,6,2018,2018-10-04,0.104268184,0.04114175,1.345720927,1,"GROW","16_18",-1.63942542394047,-1.38571723915614,0.253708184784328,-1.34185568185001,-0.981848190337935,0.360007491512076,2.11362080766598,-1.51939056060825,-1.17152830325573,0,1
"8109","OAH","OCC-OAH-005","POCS","OCC-OAH-005_319",1,6,2018,2018-10-04,0.104268184,0.04114175,1.345720927,1,2,10,2024,2024-06-06,0,0,0,0,"MORT","18_24",-1.38571723915614,-Inf,-Inf,-0.981848190337935,-Inf,-Inf,5.67282683093771,-Inf,-Inf,1,0
"8110","OAH","OCC-OAH-005","POCS","OCC-OAH-005_320",0,4,2016,2016-08-23,0.10782276,0.050967285,1.872533745,1,1,6,2018,2018-10-04,0.269274056,0.07453755,2.028807225,1,"GROW","16_18",-1.29270850042979,-1.12762488632014,0.165083614109658,-0.967289555484301,-0.569805487950589,0.397484067533712,2.11362080766598,-1.21460385010136,-0.779231193221751,0,1
"8111","OAH","OCC-OAH-005","POCS","OCC-OAH-005_320",1,6,2018,2018-10-04,0.269274056,0.07453755,2.028807225,1,2,10,2024,2024-06-06,0.316296589,0.081826605,3.612968124,1,"GROW","18_24",-1.12762488632014,-1.08710546740331,0.0405194189168268,-0.569805487950589,-0.499905491569783,0.0698999963808061,5.67282683093771,-1.1204821653938,-0.557483589457303,0,1
"8112","OAH","OCC-OAH-005","POCS","OCC-OAH-005_321",0,4,2016,2016-08-23,0.021431911,0.013335365,0.743232479,1,1,6,2018,2018-10-04,0.036462494,0.016313445,0.858643015,1,"GROW","16_18",-1.87499509281126,-1.78745431691776,0.087540775893507,-1.66893910288478,-1.43815362933451,0.230785473550271,2.11362080766598,-1.83357764670362,-1.5597494730736,0,1
"8113","OAH","OCC-OAH-005","POCS","OCC-OAH-005_321",1,6,2018,2018-10-04,0.036462494,0.016313445,0.858643015,1,2,10,2024,2024-06-06,0,0,0,0,"MORT","18_24",-1.78745431691776,-Inf,-Inf,-1.43815362933451,-Inf,-Inf,5.67282683093771,-Inf,-Inf,1,0
"8114","OAH","OCC-OAH-005","POCS","OCC-OAH-005_322",0,4,2016,2016-08-23,0.003307024,0.002681495,0.227014087,1,1,6,2018,2018-10-04,0.017511411,0.010643825,0.511150584,1,"GROW","16_18",-2.57162300849932,-1.97290227449636,0.598720734002958,-2.48056265327809,-1.7566788587809,0.723883794497185,2.11362080766598,-2.28835520008665,-2.13807747718988,0,1
"8115","OAH","OCC-OAH-005","POCS","OCC-OAH-005_322",1,6,2018,2018-10-04,0.017511411,0.010643825,0.511150584,1,2,10,2024,2024-06-06,0.116821698,0.046720115,1.214663476,1,"GROW","18_24",-1.97290227449636,-1.330496096893,0.64240617760336,-1.7566788587809,-0.932476485592721,0.824202373188183,5.67282683093771,-1.85965958319828,-1.6113893236424,0,1
"8116","OAH","OCC-OAH-005","POCS","OCC-OAH-005_323",0,4,2016,2016-08-23,0.029353135,0.008651575,0.48077633,1,1,6,2018,2018-10-04,0.044961187,0.01517989,0.698826089,1,"GROW","16_18",-2.06290482299257,-1.8187313755134,0.244173447479167,-1.53234550802824,-1.34716223167509,0.185183276353153,2.11362080766598,-1.94738105137111,-1.44473127009043,0,1
"8117","OAH","OCC-OAH-005","POCS","OCC-OAH-005_323",1,6,2018,2018-10-04,0.044961187,0.01517989,0.698826089,1,2,10,2024,2024-06-06,0,0,0,0,"MORT","18_24",-1.8187313755134,-Inf,-Inf,-1.34716223167509,-Inf,-Inf,5.67282683093771,-Inf,-Inf,1,0
"8118","OAH","OCC-OAH-005","POCS","OCC-OAH-005_324",0,4,2016,2016-08-23,0.012777444,0.00608587,0.404154072,1,1,6,2018,2018-10-04,0.021290195,0.0094642,0.456460883,1,"GROW","16_18",-2.215677328824,-2.02391609065627,0.191761238167732,-1.89355601376105,-1.67182036077698,0.221735652984064,2.11362080766598,-2.12495091400435,-1.78864805099883,0,1
"8119","OAH","OCC-OAH-005","POCS","OCC-OAH-005_324",1,6,2018,2018-10-04,0.021290195,0.0094642,0.456460883,1,2,10,2024,2024-06-06,0.096934264,0.028290335,1.12570322,1,"GROW","18_24",-2.02391609065627,-1.54836190981448,0.475554180841784,-1.67182036077698,-1.01352268284775,0.658297677929234,5.67282683093771,-1.94008589540894,-1.55577633236788,0,1
"8120","OAH","OCC-OAH-005","POCS","OCC-OAH-005_325",0,4,2016,2016-08-23,0.064058835,0.015653445,0.700201852,1,1,6,2018,2018-10-04,0,0,0,0,"MORT","16_18",-1.80539006835122,-Inf,-Inf,-1.19342096385628,-Inf,-Inf,2.11362080766598,-Inf,-Inf,1,0
"8121","OAH","OCC-OAH-005","POCS","OCC-OAH-005_326",0,4,2016,2016-08-23,0.037360069,0.013131475,0.664617986,1,1,6,2018,2018-10-04,0.065366964,0.017149705,0.810475632,1,"GROW","16_18",-1.88168648880904,-1.76574334605702,0.115943142752022,-1.42759233034635,-1.18464168558122,0.242950644765129,2.11362080766598,-1.82683126485803,-1.31264709329911,0,1
"8122","OAH","OCC-OAH-005","POCS","OCC-OAH-005_326",1,6,2018,2018-10-04,0.065366964,0.017149705,0.810475632,1,2,10,2024,2024-06-06,0,0,0,0,"MORT","18_24",-1.76574334605702,-Inf,-Inf,-1.18464168558122,-Inf,-Inf,5.67282683093771,-Inf,-Inf,1,0
"8123","OAH","OCC-OAH-005","POCS","OCC-OAH-005_327",0,4,2016,2016-08-23,0.024455106,0.01190998,0.812162134,1,1,6,2018,2018-10-04,0.088668194,0.02480058,1.081541341,1,"GROW","16_18",-1.92408896781168,-1.60553816240548,0.3185508054062,-1.61163045040085,-1.05223213718567,0.559398313215181,2.11362080766598,-1.77337564958031,-1.34696693498396,0,1
"8124","OAH","OCC-OAH-005","POCS","OCC-OAH-005_327",1,6,2018,2018-10-04,0.088668194,0.02480058,1.081541341,1,2,10,2024,2024-06-06,0,0,0,0,"MORT","18_24",-1.60553816240548,-Inf,-Inf,-1.05223213718567,-Inf,-Inf,5.67282683093771,-Inf,-Inf,1,0
"8125","OAH","OCC-OAH-005","POCS","OCC-OAH-005_328",0,4,2016,2016-08-23,0.000785884,0.000506345,0.098771383,1,1,6,2018,2018-10-04,0.008793245,0.00452776,0.484489816,2,"GROW","16_18",-3.29555347418686,-2.344116601572,0.951436872614858,-3.10464155304168,-2.05585082623167,1.04879072681001,2.11362080766598,-2.84540798490891,-2.60843583676272,0,1
"8126","OAH","OCC-OAH-005","POCS","OCC-OAH-005_328",1,6,2018,2018-10-04,0.008793245,0.00452776,0.484489816,2,2,10,2024,2024-06-06,0.110223218,0.033106645,1.10368112,1,"GROW","18_24",-2.344116601572,-1.48008482806137,0.864031773510639,-2.05585082623167,-0.957726913767439,1.09812391246423,5.67282683093771,-2.19180598126565,-1.86227468770486,0,1
"8127","OAH","OCC-OAH-005","POCS","OCC-OAH-005_329",0,4,2016,2016-08-23,0.14154392,0.04970768,1.483906221,1,1,6,2018,2018-10-04,0.000928727,0.000519385,0.104266727,1,"GROW","16_18",-1.30357650615713,-3.28451059708503,-1.9809340909279,-0.849108780959143,-3.0321119284365,-2.18300314747736,2.11362080766598,-2.24079953298539,-1.88193507579866,0,1
"8128","OAH","OCC-OAH-005","POCS","OCC-OAH-005_329",1,6,2018,2018-10-04,0.000928727,0.000519385,0.104266727,1,2,10,2024,2024-06-06,0,0,0,0,"MORT","18_24",-3.28451059708503,-Inf,-Inf,-3.0321119284365,-Inf,-Inf,5.67282683093771,-Inf,-Inf,1,0
"8129","OAH","OCC-OAH-005","POCS","OCC-OAH-005_330",0,4,2016,2016-08-23,0.005123193,0.002927295,0.260855184,1,1,6,2018,2018-10-04,0.023241514,0.010761945,0.551464038,1,"GROW","16_18",-2.53353350906043,-1.96810923178939,0.56542427727104,-2.29045928315232,-1.63373558452487,0.656723698627451,2.11362080766598,-2.26601897891374,-1.97974900993512,0,1
"8130","OAH","OCC-OAH-005","POCS","OCC-OAH-005_330",1,6,2018,2018-10-04,0.023241514,0.010761945,0.551464038,1,2,10,2024,2024-06-06,0.146147416,0.04179118,1.610303812,1,"GROW","18_24",-1.96810923178939,-1.37891536610802,0.589193865681368,-1.63373558452487,-0.835208858902932,0.798526725621934,5.67282683093771,-1.86424675136462,-1.49297212577322,0,1
"8131","OAH","OCC-OAH-005","POCS","OCC-OAH-005_331",0,4,2016,2016-08-23,0.022156935,0.011508055,0.583204973,1,1,6,2018,2018-10-04,0.058382794,0.02143197,0.983282607,1,"GROW","16_18",-1.93899807117001,-1.66893790731528,0.270060163854732,-1.65449031635562,-1.23371512500839,0.420775191347232,2.11362080766598,-1.81122673069341,-1.45541241656342,0,1
"8132","OAH","OCC-OAH-005","POCS","OCC-OAH-005_331",1,6,2018,2018-10-04,0.058382794,0.02143197,0.983282607,1,2,10,2024,2024-06-06,0,0,0,0,"MORT","18_24",-1.66893790731528,-Inf,-Inf,-1.23371512500839,-Inf,-Inf,5.67282683093771,-Inf,-Inf,1,0
"8133","OAH","OCC-OAH-005","POCS","OCC-OAH-005_332",0,4,2016,2016-08-23,0.041042777,0.02648735,1.02277702,1,1,6,2018,2018-10-04,0.085801324,0.04054353,1.361064985,1,"GROW","16_18",-1.57696148971887,-1.39207844131692,0.184883048401957,-1.38676326205378,-1.0665060105026,0.320257251551177,2.11362080766598,-1.48948929615823,-1.23524258701613,0,1
