"TL_id","TL_Date","TL_Class","TL_Genet","TL_Cx","TL_Cy","TL_Area","TL_Perim","Morph_Code","Site","Quadrat","TimePt","Annotator","Shape_Leng","Shape_Area","Year","Genet_full","Patch_full","Genus","Region","Island","Latitude","Longitude","Effort","area_perim"
"096",2023-03-19,"PMEA","202",9161.3,7854.8,244.73,66,"BR","OCC-BAK-003",12,1,"CA",0.660443548,0.02441752,"2023","OCC-BAK-003_202_2023","OCC-BAK-003_096_2023","POCS","PRIA","BAK",0.205082,-176.474519,17,0.0369713960775948
"097",2023-03-19,"ACSP","203",9777.5,7744.9,4308,673.7,"TB","OCC-BAK-003",12,1,"CA",6.736708443,0.43025614,"2023","OCC-BAK-003_203_2023","OCC-BAK-003_097_2023","ACSP","PRIA","BAK",0.205082,-176.474519,7,0.0638674129421575
"098",2023-03-19,"PMEA","204",11194.8,9166.5,269.53,83.6,"BR","OCC-BAK-003",10,1,"CA",0.836183658,0.02688152,"2023","OCC-BAK-003_204_2023","OCC-BAK-003_098_2023","POCS","PRIA","BAK",0.205082,-176.474519,17,0.0321478657742436
"100",2023-03-19,"POSP","066",11088.8,9148.5,101.16,64.8,"EM","OCC-BAK-003",10,1,"CA",0.647674,0.01006072,"2023","OCC-BAK-003_066_2023","OCC-BAK-003_100_2023","POSP","PRIA","BAK",0.205082,-176.474519,12.5,0.0155336172210093
"101",2023-03-19,"POCS","206",10727.3,8798.8,54.58,39.6,"BR","OCC-BAK-003",10,1,"CA",0.396110502,0.00542332,"2023","OCC-BAK-003_206_2023","OCC-BAK-003_101_2023","POCS","PRIA","BAK",0.205082,-176.474519,17,0.0136914319933886
"102",2023-03-19,"POCS","207",11992.5,8803.8,86.95,43.4,"BR","OCC-BAK-003",15,1,"CA",0.434152139,0.00865622,"2023","OCC-BAK-003_207_2023","OCC-BAK-003_102_2023","POCS","PRIA","BAK",0.205082,-176.474519,17,0.0199382180171638
"099",2023-03-19,"POSP","205",11981.7,4783.6,28.17,21.1,"PL","OCC-BAK-003",18,1,"CA",0.211500334,0.00279742,"2023","OCC-BAK-003_205_2023","OCC-BAK-003_099_2023","POSP","PRIA","BAK",0.205082,-176.474519,12.5,0.0132265512166993
"103",2023-03-19,"POSP","068",12005.6,4934.1,22.15,19.6,"PL","OCC-BAK-003",18,1,"CA",0.196571402,0.00219712,"2023","OCC-BAK-003_068_2023","OCC-BAK-003_103_2023","POSP","PRIA","BAK",0.205082,-176.474519,12.5,0.0111772108131986
"104",2023-03-19,"POSP","208",11982.4,4968.2,2.44,6,"PL","OCC-BAK-003",18,1,"CA",0.059718586,0.00023732,"2023","OCC-BAK-003_208_2023","OCC-BAK-003_104_2023","POSP","PRIA","BAK",0.205082,-176.474519,12.5,0.00397397219016539
"105",2023-03-19,"POSP","209",10751.3,4304.4,7.39,10.8,"PL","OCC-BAK-003",0,1,"CA",0.107860723,0.00072792,"2023","OCC-BAK-003_209_2023","OCC-BAK-003_105_2023","POSP","PRIA","BAK",0.205082,-176.474519,12.5,0.00674870314006703
"106",2023-03-19,"POCS","210",11477,6502.6,50.4,32.2,"BR","OCC-BAK-003",2,1,"CA",0.322311512,0.00501112,"2023","OCC-BAK-003_210_2023","OCC-BAK-003_106_2023","POCS","PRIA","BAK",0.205082,-176.474519,17,0.0155474434310618
"107",2023-03-19,"POSP","104",8132.6,5777.9,59.85,62.3,"EM","OCC-BAK-003",14,1,"CA",0.623468698,0.0059351,"2023","OCC-BAK-003_104_2023","OCC-BAK-003_107_2023","POSP","PRIA","BAK",0.205082,-176.474519,12.5,0.00951948352666135
"108",2023-03-19,"POSP","051",3902.5,4784.4,11.12,18.9,"EM","OCC-BAK-003",11,1,"CA",0.189458701,0.00109392,"2023","OCC-BAK-003_051_2023","OCC-BAK-003_108_2023","POSP","PRIA","BAK",0.205082,-176.474519,12.5,0.00577392325729078
"109",2023-03-19,"POSP","051",3876.2,4886.8,227.34,125.3,"PL","OCC-BAK-003",11,1,"CA",1.252657423,0.02266278,"2023","OCC-BAK-003_051_2023","OCC-BAK-003_109_2023","POSP","PRIA","BAK",0.205082,-176.474519,12.5,0.0180917620283802
"110",2023-03-19,"PMEA","211",6756,6788.2,7.13,10.6,"BR","OCC-BAK-003",6,1,"CA",0.106446507,0.00070202,"2023","OCC-BAK-003_211_2023","OCC-BAK-003_110_2023","POCS","PRIA","BAK",0.205082,-176.474519,17,0.00659504966189262
"111",2023-03-19,"POSP","212",6835.2,6843.9,4.24,8.6,"EM","OCC-BAK-003",6,1,"CA",0.086103357,0.00041522,"2023","OCC-BAK-003_212_2023","OCC-BAK-003_111_2023","POSP","PRIA","BAK",0.205082,-176.474519,12.5,0.00482234391860006
"112",2023-03-19,"POSP","035",6494.8,6931.8,218.33,71.3,"PL","OCC-BAK-003",6,1,"CA",0.712887188,0.02177182,"2023","OCC-BAK-003_035_2023","OCC-BAK-003_112_2023","POSP","PRIA","BAK",0.205082,-176.474519,12.5,0.0305403440635266
"113",2023-03-19,"POSP","035",6279.6,6641.2,13.63,14.3,"EM","OCC-BAK-003",6,1,"CA",0.143316566,0.00134912,"2023","OCC-BAK-003_035_2023","OCC-BAK-003_113_2023","POSP","PRIA","BAK",0.205082,-176.474519,12.5,0.00941356632840338
"114",2023-03-19,"POSP","035",6379.2,6660.3,7.28,10.1,"EM","OCC-BAK-003",6,1,"CA",0.101032293,0.00071752,"2023","OCC-BAK-003_035_2023","OCC-BAK-003_114_2023","POSP","PRIA","BAK",0.205082,-176.474519,12.5,0.00710188771029873
"115",2023-03-19,"POSP","035",6387.4,6799.7,52.85,45.8,"EM","OCC-BAK-003",6,1,"CA",0.458152135,0.00524482,"2023","OCC-BAK-003_035_2023","OCC-BAK-003_115_2023","POSP","PRIA","BAK",0.205082,-176.474519,12.5,0.0114477694183396
"116",2023-03-19,"POSP","035",6352,6673,4.57,9.8,"EM","OCC-BAK-003",6,1,"CA",0.097517578,0.00044712,"2023","OCC-BAK-003_035_2023","OCC-BAK-003_116_2023","POSP","PRIA","BAK",0.205082,-176.474519,12.5,0.00458501953360655
"117",2023-03-19,"POCS","061",6392.5,8817,119.71,60.6,"BR","OCC-BAK-003",22,1,"CA",0.605933883,0.01191832,"2023","OCC-BAK-003_061_2023","OCC-BAK-003_117_2023","POCS","PRIA","BAK",0.205082,-176.474519,17,0.0196693407224431
"118",2023-03-19,"PLOB","029",3802.2,8934.8,812.22,208.8,"EM","OCC-BAK-003",5,1,"CA",2.087910716,0.08110102,"2023","OCC-BAK-003_029_2023","OCC-BAK-003_118_2023","POSP","PRIA","BAK",0.205082,-176.474519,12.5,0.038843145628072
"128",2023-03-19,"ACSP","221",5349.3,2145.7,101.56,46.5,"DI","OCC-BAK-003",27,1,"CA",0.465181578,0.01011462,"2023","OCC-BAK-003_221_2023","OCC-BAK-003_128_2023","ACSP","PRIA","BAK",0.205082,-176.474519,7,0.0217433803881202
"132",2023-03-19,"POCS","222",2344.6,7254.6,137.15,48.6,"BR","OCC-BAK-003",25,1,"CA",0.486436408,0.01367282,"2023","OCC-BAK-003_222_2023","OCC-BAK-003_132_2023","POCS","PRIA","BAK",0.205082,-176.474519,17,0.0281081345374954
"134",2023-03-19,"ACSP","224",2112.3,6780,95.84,56.4,"TB","OCC-BAK-003",25,1,"CA",0.563510332,0.009542,"2023","OCC-BAK-003_224_2023","OCC-BAK-003_134_2023","ACSP","PRIA","BAK",0.205082,-176.474519,7,0.0169331411655465
"135",2023-03-19,"ACSP","225",5073.5,6853.6,1242.14,211.5,"TB","OCC-BAK-003",29,1,"CA",2.114842503,0.1240486,"2023","OCC-BAK-003_225_2023","OCC-BAK-003_135_2023","ACSP","PRIA","BAK",0.205082,-176.474519,7,0.0586561882617885
"144",2023-03-19,"PMEA","233",5393.3,9189.4,16.96,18.5,"BR","OCC-BAK-003",30,1,"CA",0.185216063,0.00167922,"2023","OCC-BAK-003_233_2023","OCC-BAK-003_144_2023","POCS","PRIA","BAK",0.205082,-176.474519,17,0.0090662762872786
"145",2023-03-19,"PMEA","234",5393.6,9231.5,9.76,14.3,"BR","OCC-BAK-003",30,1,"CA",0.142730777,0.00096322,"2023","OCC-BAK-003_234_2023","OCC-BAK-003_145_2023","POCS","PRIA","BAK",0.205082,-176.474519,17,0.00674850946828377
"143",2023-03-19,"PMEA","232",5310.4,9252.5,39.75,31.8,"BR","OCC-BAK-003",30,1,"CA",0.318068869,0.00394742,"2023","OCC-BAK-003_232_2023","OCC-BAK-003_143_2023","POCS","PRIA","BAK",0.205082,-176.474519,17,0.0124105826905053
"139",2023-03-19,"PMEA","228",5835.8,9220.9,182.67,65.4,"BR","OCC-BAK-003",30,1,"CA",0.654037248,0.0182159,"2023","OCC-BAK-003_228_2023","OCC-BAK-003_139_2023","POCS","PRIA","BAK",0.205082,-176.474519,17,0.0278514718476707
"136",2023-03-19,"ACSP","143",4677.1,6801.4,3009.32,524.1,"TB","OCC-BAK-003",29,1,"CA",5.241201059,0.30066428,"2023","OCC-BAK-003_143_2023","OCC-BAK-003_136_2023","ACSP","PRIA","BAK",0.205082,-176.474519,7,0.057365530651359
"120",2023-03-19,"POCS","214",2613.2,9632,199.77,96.7,"BR","OCC-BAK-003",31,1,"CA",0.967053728,0.01989322,"2023","OCC-BAK-003_214_2023","OCC-BAK-003_120_2023","POCS","PRIA","BAK",0.205082,-176.474519,17,0.0205709563222944
"119",2023-03-19,"POCS","213",2827.1,9520.9,242.22,81.8,"BR","OCC-BAK-003",31,1,"CA",0.817514618,0.02416302,"2023","OCC-BAK-003_213_2023","OCC-BAK-003_119_2023","POCS","PRIA","BAK",0.205082,-176.474519,17,0.0295566824959208
"122",2023-03-19,"ACSP","115",9838.2,9753.4,4664.77,658.5,"TB","OCC-BAK-003",28,1,"CA",6.584592127,0.46610848,"2023","OCC-BAK-003_115_2023","OCC-BAK-003_122_2023","ACSP","PRIA","BAK",0.205082,-176.474519,7,0.0707877528341855
"121",2023-03-19,"ACSP","215",7004,4032.2,13.44,25.3,"DI","OCC-BAK-003",35,1,"CA",0.253157188,0.00132142,"2023","OCC-BAK-003_215_2023","OCC-BAK-003_121_2023","ACSP","PRIA","BAK",0.205082,-176.474519,7,0.0052197609336694
"146",2023-03-19,"ACSP","142",7411.3,5130.8,1343.52,308.8,"TB","OCC-BAK-003",36,1,"CA",3.087831652,0.13412902,"2023","OCC-BAK-003_142_2023","OCC-BAK-003_146_2023","ACSP","PRIA","BAK",0.205082,-176.474519,7,0.0434379315702409
"159",2023-03-19,"POCS","244",7443,5250.1,16.83,15.9,"BR","OCC-BAK-003",36,1,"CA",0.159216062,0.00166782,"2023","OCC-BAK-003_244_2023","OCC-BAK-003_159_2023","POCS","PRIA","BAK",0.205082,-176.474519,17,0.0104751994180085
"158",2023-03-19,"POCS","141",7808,4846.5,601.5,200.2,"BR","OCC-BAK-003",36,1,"CA",2.00243192,0.06000716,"2023","OCC-BAK-003_141_2023","OCC-BAK-003_158_2023","POCS","PRIA","BAK",0.205082,-176.474519,17,0.0299671411550411
"157",2023-03-19,"ACSP","140",7554.4,4650.3,447.76,122.1,"DI","OCC-BAK-003",36,1,"CA",1.221139827,0.0446745,"2023","OCC-BAK-003_140_2023","OCC-BAK-003_157_2023","ACSP","PRIA","BAK",0.205082,-176.474519,7,0.0365842625162368
"163",2023-03-19,"POCS","248",6588.6,5596.4,153.31,80.7,"BR","OCC-BAK-003",39,1,"CA",0.806564156,0.0152682,"2023","OCC-BAK-003_248_2023","OCC-BAK-003_163_2023","POCS","PRIA","BAK",0.205082,-176.474519,17,0.018929926263671
"165",2023-03-19,"POCS","249",6455.1,5672.1,12.99,19.3,"BR","OCC-BAK-003",39,1,"CA",0.193115556,0.00128072,"2023","OCC-BAK-003_249_2023","OCC-BAK-003_165_2023","POCS","PRIA","BAK",0.205082,-176.474519,17,0.0066318841761251
"166",2023-03-19,"POCS","250",6456,5687.5,0.12,1.2,"BR","OCC-BAK-003",39,1,"CA",0.01226274,1.03e-05,"2023","OCC-BAK-003_250_2023","OCC-BAK-003_166_2023","POCS","PRIA","BAK",0.205082,-176.474519,17,0.000839942786033138
"160",2023-03-19,"POCS","245",6432.7,5771.7,218.49,116.4,"BR","OCC-BAK-003",39,1,"CA",1.163886432,0.02179464,"2023","OCC-BAK-003_245_2023","OCC-BAK-003_160_2023","POCS","PRIA","BAK",0.205082,-176.474519,17,0.0187257445406838
"162",2023-03-19,"ACSP","247",6416.2,5580.6,49.35,48.7,"DI","OCC-BAK-003",39,1,"CA",0.48688006,0.00489232,"2023","OCC-BAK-003_247_2023","OCC-BAK-003_162_2023","ACSP","PRIA","BAK",0.205082,-176.474519,7,0.0100483063529034
"167",2023-03-19,"POCS","251",6496.8,5996.3,10.31,15.5,"BR","OCC-BAK-003",39,1,"CA",0.155458701,0.00101632,"2023","OCC-BAK-003_251_2023","OCC-BAK-003_167_2023","POCS","PRIA","BAK",0.205082,-176.474519,17,0.00653755623495143
"169",2023-03-19,"POCS","252",7260.5,11200.3,53.01,28.5,"BR","OCC-BAK-003",38,1,"CA",0.285056682,0.00527452,"2023","OCC-BAK-003_252_2023","OCC-BAK-003_169_2023","POCS","PRIA","BAK",0.205082,-176.474519,17,0.018503407683669
"170",2023-03-19,"POCS","253",7504.9,11150.7,40.67,25.7,"BR","OCC-BAK-003",38,1,"CA",0.256814043,0.00404322,"2023","OCC-BAK-003_253_2023","OCC-BAK-003_170_2023","POCS","PRIA","BAK",0.205082,-176.474519,17,0.0157437652270441
"173",2023-03-19,"ACSP","255",8020.4,10117.1,175.84,60.4,"TB","OCC-BAK-003",40,1,"CA",0.603791748,0.01753112,"2023","OCC-BAK-003_255_2023","OCC-BAK-003_173_2023","ACSP","PRIA","BAK",0.205082,-176.474519,7,0.029035044049658
"172",2023-03-19,"ACSP","254",8040.2,9759.2,56.32,32.3,"TB","OCC-BAK-003",40,1,"CA",0.322956177,0.00560302,"2023","OCC-BAK-003_254_2023","OCC-BAK-003_172_2023","ACSP","PRIA","BAK",0.205082,-176.474519,7,0.0173491649921283
"171",2023-03-19,"ACSP","137",7872.6,9719.9,968.68,195.6,"TB","OCC-BAK-003",40,1,"CA",1.955844705,0.09671672,"2023","OCC-BAK-003_137_2023","OCC-BAK-003_171_2023","ACSP","PRIA","BAK",0.205082,-176.474519,7,0.0494501019190069
"174",2023-03-19,"PGRA","256",7955,10403.4,634.4,262.3,"BR","OCC-BAK-003",40,1,"CA",2.623033421,0.0632458,"2023","OCC-BAK-003_256_2023","OCC-BAK-003_174_2023","POCS","PRIA","BAK",0.205082,-176.474519,17,0.02411170193016
"175",2023-03-19,"PGRA","257",7902.6,10309.8,7.63,11,"BR","OCC-BAK-003",40,1,"CA",0.109760218,0.00075202,"2023","OCC-BAK-003_257_2023","OCC-BAK-003_175_2023","POCS","PRIA","BAK",0.205082,-176.474519,17,0.00685148056101711
"176",2023-03-19,"PGRA","258",7909.2,10264.4,16.82,21.9,"BR","OCC-BAK-003",40,1,"CA",0.219015045,0.00166142,"2023","OCC-BAK-003_258_2023","OCC-BAK-003_176_2023","POCS","PRIA","BAK",0.205082,-176.474519,17,0.0075858715550797
"168",2023-03-19,"ACSP","136",6895.1,11472.8,1806.89,222.5,"TB","OCC-BAK-003",38,1,"CA",2.224815269,0.18049332,"2023","OCC-BAK-003_136_2023","OCC-BAK-003_168_2023","ACSP","PRIA","BAK",0.205082,-176.474519,7,0.0811273288685794
"161",2023-03-19,"ACSP","246",6116.3,5788.9,1186.73,323.2,"TB","OCC-BAK-003",39,1,"CA",3.231719621,0.11847578,"2023","OCC-BAK-003_246_2023","OCC-BAK-003_161_2023","ACSP","PRIA","BAK",0.205082,-176.474519,7,0.0366602904627412
"164",2023-03-19,"POCS","139",6787.7,5913.9,317.22,123.9,"BR","OCC-BAK-003",39,1,"CA",1.239080967,0.0316223,"2023","OCC-BAK-003_139_2023","OCC-BAK-003_164_2023","POCS","PRIA","BAK",0.205082,-176.474519,17,0.0255207697012426
"129",2023-03-19,"POCS","041",6503.2,7123.1,251.81,82.5,"BR","OCC-BAK-003",6,1,"CA",0.82533086,0.02510812,"2023","OCC-BAK-003_041_2023","OCC-BAK-003_129_2023","POCS","PRIA","BAK",0.205082,-176.474519,17,0.0304218843822222
"025",2023-03-18,"PGRA","207",8353.5,1698.3,194.02,82,"BR","OCC-BAK-008",19,2,"JC",0.820200917,0.01933042,"2023","OCC-BAK-008_207_2023","OCC-BAK-008_025_2023","POCS","PRIA","BAK",0.188409,-176.479919,12.5,0.0235679083006926
"026",2023-03-18,"ACSP","208",7928,1968.3,11.93,13.8,"CB","OCC-BAK-008",19,2,"JC",0.137659711,0.00117952,"2023","OCC-BAK-008_208_2023","OCC-BAK-008_026_2023","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.00856837480938777
"027",2023-03-18,"ACSP","209",8033.1,1898.8,25.47,30.1,"CB","OCC-BAK-008",19,2,"JC",0.301583589,0.00252082,"2023","OCC-BAK-008_209_2023","OCC-BAK-008_027_2023","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.00835861131687772
"028",2023-03-18,"ACSP","210",7857.4,1694.9,19.28,22,"CB","OCC-BAK-008",19,2,"JC",0.219843476,0.00190842,"2023","OCC-BAK-008_210_2023","OCC-BAK-008_028_2023","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.00868081252499847
"029",2023-03-18,"ACSP","211",7792.7,1601.6,6.67,11.2,"CB","OCC-BAK-008",19,2,"JC",0.112588645,0.00065582,"2023","OCC-BAK-008_211_2023","OCC-BAK-008_029_2023","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.0058249213319869
"030",2023-03-18,"ACSP","212",7763.6,1562.7,7.76,12.6,"CB","OCC-BAK-008",19,2,"JC",0.126387631,0.00076502,"2023","OCC-BAK-008_212_2023","OCC-BAK-008_030_2023","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.00605296573681328
"031",2023-03-18,"ACSP","213",7735.8,1471.4,53.63,34.9,"CB","OCC-BAK-008",19,2,"JC",0.349483089,0.00533232,"2023","OCC-BAK-008_213_2023","OCC-BAK-008_031_2023","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.0152577339729305
"032",2023-03-18,"ACSP","214",8180,1267,7.59,12.6,"CB","OCC-BAK-008",19,2,"JC",0.126002859,0.00074652,"2023","OCC-BAK-008_214_2023","OCC-BAK-008_032_2023","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.00592462747214331
"033",2023-03-18,"PGRA","057",9294.3,1836.3,560.12,121.2,"BR","OCC-BAK-008",21,2,"JC",1.2122913,0.05590672,"2023","OCC-BAK-008_057_2023","OCC-BAK-008_033_2023","POCS","PRIA","BAK",0.188409,-176.479919,12.5,0.0461165728072123
"034",2023-03-18,"ACSP","058",9619.4,1824,1757.78,368,"TB","OCC-BAK-008",21,2,"JC",3.680368546,0.1754855,"2023","OCC-BAK-008_058_2023","OCC-BAK-008_034_2023","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.0476815019492344
"035",2023-03-18,"ACSP","215",9624,2330.9,119.77,68.4,"CB","OCC-BAK-008",21,2,"JC",0.68383338,0.01191682,"2023","OCC-BAK-008_215_2023","OCC-BAK-008_035_2023","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.017426496495389
"036",2023-03-18,"ACSP","216",10880.2,2051.4,8.45,13.2,"CB","OCC-BAK-008",17,2,"JC",0.132144993,0.00083132,"2023","OCC-BAK-008_216_2023","OCC-BAK-008_036_2023","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.00629096858781475
"037",2023-03-18,"ACSP","217",8875.3,9948.2,42.9,29.6,"CB","OCC-BAK-008",11,2,"JC",0.296512523,0.00426412,"2023","OCC-BAK-008_217_2023","OCC-BAK-008_037_2023","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.0143809103131877
"038",2023-03-18,"ACSP","218",7921.8,8562.9,38.34,27.8,"CB","OCC-BAK-008",0,2,"JC",0.278127744,0.00380942,"2023","OCC-BAK-008_218_2023","OCC-BAK-008_038_2023","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.0136966558791057
"039",2023-03-18,"ACSP","219",8264.5,8357.2,30.56,25.8,"CB","OCC-BAK-008",0,2,"JC",0.257642468,0.00303322,"2023","OCC-BAK-008_219_2023","OCC-BAK-008_039_2023","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.0117729814635994
"040",2023-03-18,"ACSP","220",8171,8298.3,7.49,11.8,"CB","OCC-BAK-008",0,2,"JC",0.118245498,0.00073742,"2023","OCC-BAK-008_220_2023","OCC-BAK-008_040_2023","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.00623634736605363
"041",2023-03-18,"ACSP","221",8242.6,8195.2,3.91,7.7,"CB","OCC-BAK-008",0,2,"JC",0.077132801,0.00038362,"2023","OCC-BAK-008_221_2023","OCC-BAK-008_041_2023","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.00497350018444164
"042",2023-03-18,"ACSP","222",8055.5,9561.1,8.99,13.2,"CB","OCC-BAK-008",14,2,"JC",0.132488137,0.00088612,"2023","OCC-BAK-008_222_2023","OCC-BAK-008_042_2023","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.00668829693031309
"043",2023-03-18,"ACSP","223",7938.5,9520.4,17.81,20,"CB","OCC-BAK-008",14,2,"JC",0.199943982,0.00176312,"2023","OCC-BAK-008_223_2023","OCC-BAK-008_043_2023","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.00881806985318518
"044",2023-03-18,"ACSP","224",7659.5,9413.4,11.27,16.5,"CB","OCC-BAK-008",14,2,"JC",0.164973419,0.00111112,"2023","OCC-BAK-008_224_2023","OCC-BAK-008_044_2023","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.00673514561761007
"045",2023-03-18,"ACSP","225",7613.8,9418.4,29.68,25,"CB","OCC-BAK-008",14,2,"JC",0.25037039,0.00294532,"2023","OCC-BAK-008_225_2023","OCC-BAK-008_045_2023","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.0117638511486921
"046",2023-03-18,"ACSP","226",7547.4,9672.4,7.75,11.3,"CB","OCC-BAK-008",14,2,"JC",0.112689147,0.00076352,"2023","OCC-BAK-008_226_2023","OCC-BAK-008_046_2023","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.00677545283043095
"047",2023-03-18,"ACSP","227",6511.8,10494.3,3.83,8.1,"CB","OCC-BAK-008",10,2,"JC",0.081375444,0.00037432,"2023","OCC-BAK-008_227_2023","OCC-BAK-008_047_2023","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.00459991345792227
"048",2023-03-18,"MOSP","066",5881,8762.4,25.96,40.9,"EM","OCC-BAK-008",24,2,"JC",0.409139938,0.00255952,"2023","OCC-BAK-008_066_2023","OCC-BAK-008_048_2023","MOSP","PRIA","BAK",0.188409,-176.479919,136.6,0.00625585468999118
"049",2023-03-18,"ACSP","067",5650.3,8882.4,145.06,82.7,"CB","OCC-BAK-008",24,2,"JC",0.827271967,0.01443392,"2023","OCC-BAK-008_067_2023","OCC-BAK-008_049_2023","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.0174476116389424
"050",2023-03-18,"ACSP","228",5808.5,8708.9,36.37,27.3,"CB","OCC-BAK-008",24,2,"JC",0.273157187,0.00361242,"2023","OCC-BAK-008_228_2023","OCC-BAK-008_050_2023","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.0132246932239788
"051",2023-03-18,"ACSP","229",5818.2,8470.1,10.69,12.9,"CB","OCC-BAK-008",24,2,"JC",0.128730778,0.00105662,"2023","OCC-BAK-008_229_2023","OCC-BAK-008_051_2023","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.00820798270946518
"052",2023-03-18,"ACSP","230",5787.6,8415.9,46.2,32.4,"CB","OCC-BAK-008",24,2,"JC",0.32392674,0.00459142,"2023","OCC-BAK-008_230_2023","OCC-BAK-008_052_2023","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.0141742543391138
"054",2023-03-18,"ACSP","231",5897.8,8561,4.12,8.1,"CB","OCC-BAK-008",24,2,"JC",0.080689149,0.00040372,"2023","OCC-BAK-008_231_2023","OCC-BAK-008_054_2023","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.00500339890807375
"055",2023-03-18,"PGRA","232",5388.4,8542.3,113.8,48.7,"BR","OCC-BAK-008",24,2,"JC",0.487365343,0.01133752,"2023","OCC-BAK-008_232_2023","OCC-BAK-008_055_2023","POCS","PRIA","BAK",0.188409,-176.479919,12.5,0.0232628769419905
"056",2023-03-18,"POCS","233",1738.4,11755.4,153,56.5,"BR","OCC-BAK-008",12,2,"JC",0.564946073,0.01525162,"2023","OCC-BAK-008_233_2023","OCC-BAK-008_056_2023","POCS","PRIA","BAK",0.188409,-176.479919,12.5,0.0269965944165435
"057",2023-03-18,"ACSP","027",3095.8,8999.7,477.06,110.3,"CB","OCC-BAK-008",7,2,"JC",1.102676091,0.04761222,"2023","OCC-BAK-008_027_2023","OCC-BAK-008_057_2023","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.0431787905701494
"058",2023-03-18,"ACSP","029",3330.5,8883.1,340.92,82.4,"CB","OCC-BAK-008",7,2,"JC",0.824343049,0.03402042,"2023","OCC-BAK-008_029_2023","OCC-BAK-008_058_2023","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.0412697359931278
"059",2023-03-18,"ACSP","030",2953.9,8831.2,319.86,106.6,"CB","OCC-BAK-008",7,2,"JC",1.066450692,0.03189402,"2023","OCC-BAK-008_030_2023","OCC-BAK-008_059_2023","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.029906699146293
"060",2023-03-18,"ACSP","033",2842.4,8660,261.95,71.6,"CB","OCC-BAK-008",7,2,"JC",0.715757259,0.02613432,"2023","OCC-BAK-008_033_2023","OCC-BAK-008_060_2023","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.0365128256421916
"061",2023-03-18,"PGRA","034",2798.9,8815.3,93.39,42.4,"BR","OCC-BAK-008",7,2,"JC",0.424211012,0.00930022,"2023","OCC-BAK-008_034_2023","OCC-BAK-008_061_2023","POCS","PRIA","BAK",0.188409,-176.479919,12.5,0.0219235704329146
"062",2023-03-18,"ACSP","234",3080.6,8627.7,19.79,19.2,"CB","OCC-BAK-008",7,2,"JC",0.191843477,0.00196122,"2023","OCC-BAK-008_234_2023","OCC-BAK-008_062_2023","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.0102230215520958
"063",2023-03-18,"ACSP","235",3219.9,8544.4,14.88,23.9,"CB","OCC-BAK-008",7,2,"JC",0.239399827,0.00146592,"2023","OCC-BAK-008_235_2023","OCC-BAK-008_063_2023","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.00612331269562697
"064",2023-03-18,"ACSP","236",2943.6,7441.9,167.67,57.1,"CB","OCC-BAK-008",18,2,"JC",0.571264832,0.01671542,"2023","OCC-BAK-008_236_2023","OCC-BAK-008_064_2023","ACSP","PRIA","BAK",0.188409,-176.479919,136.6,0.0292603693832846
"065",2023-03-18,"PGRA","041",2823.3,6522.2,905.96,163.2,"BR","OCC-BAK-008",1,2,"JC",1.631636549,0.09045562,"2023","OCC-BAK-008_041_2023","OCC-BAK-008_065_2023","POCS","PRIA","BAK",0.188409,-176.479919,12.5,0.055438584074032
"066",2023-03-18,"PGRA","042",2628.4,6420.5,603.2,192.2,"BR","OCC-BAK-008",1,2,"JC",1.922065811,0.0602037,"2023","OCC-BAK-008_042_2023","OCC-BAK-008_066_2023","POCS","PRIA","BAK",0.188409,-176.479919,12.5,0.0313223926337244
